"Vöruflokkar";"1999 Tonn";"1999 Cif verð milljónir króna";"1999 Hlutfall af heild";"2000 Tonn";"2000 Cif verð milljónir króna";"2000 Hlutfall af heild";"2001 Tonn";"2001 Cif verð milljónir króna";"2001 Hlutfall af heild";"2002 Tonn";"2002 Cif verð milljónir króna";"2002 Hlutfall af heild";"2003 Tonn";"2003 Cif verð milljónir króna";"2003 Hlutfall af heild";"2004 Tonn";"2004 Cif verð milljónir króna";"2004 Hlutfall af heild";"2005 Tonn";"2005 Cif verð milljónir króna";"2005 Hlutfall af heild";"2006 Tonn";"2006 Cif verð milljónir króna";"2006 Hlutfall af heild";"2007 Tonn";"2007 Cif verð milljónir króna";"2007 Hlutfall af heild";"2008 Tonn";"2008 Cif verð milljónir króna";"2008 Hlutfall af heild";"2009 Tonn";"2009 Cif verð milljónir króna";"2009 Hlutfall af heild";"2010 Tonn";"2010 Cif verð milljónir króna";"2010 Hlutfall af heild";"2011 Tonn";"2011 Cif verð milljónir króna";"2011 Hlutfall af heild";"2012 Tonn";"2012 Cif verð milljónir króna";"2012 Hlutfall af heild";"2013 Tonn";"2013 Cif verð milljónir króna";"2013 Hlutfall af heild";"2014 Tonn";"2014 Cif verð milljónir króna";"2014 Hlutfall af heild"
"343 Jarðgas";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.4;1.9;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.2;0.2;0.0;0.1;0.1;0.0;1.6;1.0;0.0
"344 Jarðolíugas, loftkennt kolvetni";3.8;2.0;0.0;2.3;1.5;0.0;6.3;3.6;0.0;3.5;2.4;0.0;2.4;1.8;0.0;17.4;4.4;0.0;2.8;1.5;0.0;18.2;4.8;0.0;3.6;2.2;0.0;16.5;7.2;0.0;16.3;9.7;0.0;3.6;5.4;0.0;32.2;15.7;0.0;4.8;6.2;0.0;5.5;6.8;0.0;3.6;5.4;0.0
"345 Kolagas, iðnaðargas o.þ.h. gas";0.3;0.3;0.0;0.1;0.1;0.0;1.6;1.2;0.0;3.6;1.7;0.0;0.0;0.0;0.0;0.7;0.4;0.0;0.6;0.5;0.0;0.1;0.4;0.0;0.7;0.4;0.0;0.1;0.7;0.0;0.0;0.0;0.0;0.2;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"411 Dýrafeiti og -olía";219.3;33.4;0.0;5001.9;161.8;0.1;811.8;129.2;0.1;472.5;90.0;0.0;1137.1;182.9;0.1;3348.6;422.1;0.2;2181.5;243.7;0.1;2317.0;295.0;0.1;3867.9;469.9;0.1;7340.2;1758.2;0.3;3128.5;913.7;0.2;4300.4;1090.5;0.2;8514.6;2426.1;0.4;11023.2;3409.2;0.6;13390.0;4775.4;0.8;7489.4;2644.1;0.4
"421 Órokgjörn lin jurtaolía";3428.7;240.5;0.1;3279.3;209.7;0.1;3382.1;261.7;0.1;3509.1;275.1;0.1;3822.8;311.7;0.1;4426.0;367.1;0.1;4393.8;342.5;0.1;4595.6;392.4;0.1;5306.2;500.1;0.1;5116.7;811.7;0.2;5182.7;989.6;0.2;5303.4;924.8;0.2;4908.1;1076.0;0.2;5499.9;1263.8;0.2;5760.5;1254.6;0.2;5768.7;1159.9;0.2
"422 Önnur órokgjörn jurtaolía";351.1;30.8;0.0;381.0;31.0;0.0;2015.3;70.6;0.0;332.4;31.3;0.0;241.7;26.3;0.0;182.7;22.8;0.0;216.8;24.9;0.0;181.1;29.3;0.0;220.7;44.1;0.0;213.0;54.6;0.0;291.4;80.9;0.0;307.3;85.0;0.0;445.0;149.5;0.0;485.1;146.0;0.0;474.6;165.2;0.0;648.4;203.8;0.0
"431 Dýra/jurtafeiti og -olía, unnin";986.0;79.0;0.0;1170.4;80.9;0.0;1000.8;91.9;0.0;1226.2;106.9;0.1;1220.8;114.4;0.1;907.8;99.1;0.0;913.5;85.3;0.0;1081.2;105.8;0.0;1180.2;125.5;0.0;1377.6;239.2;0.0;1165.4;252.6;0.1;1204.4;250.5;0.1;858.0;241.2;0.0;676.0;214.2;0.0;690.0;201.9;0.0;682.9;179.5;0.0
"511 Kolvetnissamb. og afleiður, ót.a.";255.1;37.6;0.0;249.1;39.5;0.0;364.3;69.0;0.0;512.0;52.1;0.0;478.5;49.1;0.0;581.3;67.1;0.0;549.8;59.5;0.0;495.6;82.1;0.0;517.8;68.1;0.0;437.6;183.3;0.0;319.7;248.6;0.1;222.9;150.9;0.0;178.2;160.6;0.0;204.7;318.1;0.1;243.2;292.4;0.1;202.3;227.7;0.0
"512 Alkóhól, fenól o.þ.h. og afleiður";924.9;74.2;0.0;1017.8;103.3;0.1;898.0;89.3;0.0;971.6;105.4;0.1;913.7;87.9;0.0;1107.9;103.8;0.0;1037.8;89.3;0.0;814.3;106.7;0.0;683.1;97.7;0.0;750.4;155.2;0.0;633.8;206.7;0.0;806.1;228.0;0.0;720.7;211.2;0.0;913.0;298.1;0.0;1208.5;302.8;0.1;1113.0;257.8;0.0
"513 Karboxýlsýrur og afleiður";1413.0;85.9;0.0;2147.5;124.2;0.1;2245.1;167.7;0.1;2334.5;179.2;0.1;2401.1;191.2;0.1;2096.2;175.5;0.1;1785.1;137.5;0.0;1461.5;133.3;0.0;1556.8;138.6;0.0;1530.9;178.9;0.0;1343.6;251.5;0.1;1292.2;236.5;0.0;1032.5;204.3;0.0;1418.0;258.7;0.0;1377.2;269.9;0.0;1314.6;246.6;0.0
"514 Köfnunarefnissambönd";607.8;303.6;0.2;411.3;518.2;0.3;531.2;612.8;0.3;428.4;1256.0;0.6;466.0;2049.5;0.9;500.7;1921.0;0.7;459.7;872.1;0.3;469.9;739.9;0.2;612.2;549.2;0.1;488.0;906.7;0.2;306.8;677.4;0.2;311.7;1125.2;0.2;479.1;1259.7;0.2;370.2;930.9;0.2;261.2;664.2;0.1;235.0;441.9;0.1
"515 Ólífr.-lífræn og mishringl. sambönd";46.9;33.3;0.0;75.6;101.4;0.0;171.7;1669.8;0.8;563.6;2334.5;1.1;339.6;612.5;0.3;134.3;762.1;0.3;123.1;1229.0;0.4;92.3;1118.8;0.3;109.1;915.7;0.2;128.0;1488.5;0.3;132.5;3386.8;0.8;170.1;3882.2;0.8;167.0;3174.0;0.6;112.3;2762.8;0.5;116.5;2832.6;0.5;98.3;1652.9;0.3
"516 Önnur lífræn efnasambönd";327.9;102.0;0.1;284.4;114.4;0.1;242.7;573.9;0.3;251.8;363.1;0.2;301.2;128.9;0.1;186.6;85.9;0.0;238.9;128.3;0.0;216.7;152.8;0.0;196.5;194.1;0.0;149.6;175.1;0.0;113.5;161.5;0.0;109.4;186.0;0.0;147.9;462.4;0.1;133.7;732.0;0.1;171.0;1225.4;0.2;216.3;1346.2;0.2
"522 Ólífræn kemísk frumefni";6162.1;244.7;0.1;5107.9;200.1;0.1;5176.7;257.4;0.1;6441.7;236.1;0.1;5613.2;253.1;0.1;4922.8;239.4;0.1;4264.0;202.1;0.1;3600.8;223.9;0.1;4354.0;264.4;0.1;6561.5;1301.6;0.3;4540.8;639.1;0.1;13205.2;1963.5;0.4;11206.9;3620.7;0.6;10563.5;2509.9;0.4;11967.2;2628.0;0.5;13776.7;2922.0;0.5
"523 Málm-/peroxýsölt ólífrænna sýrna";8677.0;444.6;0.2;8011.0;417.1;0.2;9351.6;628.5;0.3;8540.7;540.1;0.3;9254.2;558.0;0.3;9744.8;603.7;0.2;9210.7;556.8;0.2;16760.0;875.7;0.2;13496.9;862.3;0.2;18514.7;2381.0;0.5;18541.6;2983.0;0.7;19138.2;2775.4;0.6;17767.2;2584.0;0.5;19249.0;3451.9;0.6;18336.4;3066.2;0.5;17242.0;2803.0;0.4
"524 Ólífræn kem. efni; efnas. góðmálma";131.0;7.3;0.0;87.0;6.0;0.0;10.7;3.5;0.0;9.3;3.1;0.0;12.7;2.7;0.0;13.1;2.8;0.0;9.0;2.3;0.0;9.2;3.0;0.0;18.3;6.5;0.0;13.1;8.4;0.0;13.8;6.7;0.0;17.5;19.2;0.0;21.7;13.1;0.0;21.0;27.0;0.0;34.2;22.1;0.0;66.6;22.2;0.0
"525 Geislavirk efni";1.9;16.0;0.0;2.4;23.4;0.0;2.3;18.7;0.0;2.4;24.1;0.0;2.3;22.3;0.0;2.7;25.8;0.0;2.4;22.7;0.0;2.2;23.9;0.0;2.6;22.9;0.0;3.5;28.4;0.0;3.9;36.3;0.0;2.8;29.3;0.0;3.8;68.8;0.0;1.6;23.5;0.0;1.5;27.6;0.0;1.5;23.4;0.0
"531 Tilbúin lífræn litarefni, litlögur";62.5;79.5;0.0;80.2;84.9;0.0;54.0;90.8;0.0;77.4;88.0;0.0;79.1;126.8;0.1;63.4;110.0;0.0;62.2;84.2;0.0;47.2;71.1;0.0;48.6;56.9;0.0;40.4;70.3;0.0;48.9;99.3;0.0;49.2;105.8;0.0;70.4;120.8;0.0;51.2;125.7;0.0;62.9;135.4;0.0;94.1;146.3;0.0
"532 Litunar- og sútunarkjarnar o.þ.h.";77.0;13.1;0.0;85.7;13.0;0.0;109.4;18.4;0.0;111.0;20.1;0.0;122.1;19.7;0.0;102.4;16.7;0.0;51.8;11.8;0.0;21.6;10.9;0.0;71.8;20.9;0.0;49.3;29.3;0.0;23.6;39.8;0.0;43.3;55.2;0.0;55.7;66.4;0.0;36.1;46.9;0.0;24.0;39.5;0.0;42.2;47.7;0.0
"533 Dreifulitir, málning, lökk o.þ.h.";5367.5;1095.7;0.6;6606.4;1142.2;0.6;7885.7;1419.6;0.6;8407.8;1472.0;0.7;9481.1;1597.4;0.7;12071.5;1853.1;0.7;15088.7;1897.4;0.6;17361.1;2231.7;0.5;21414.4;2618.5;0.6;16169.1;2791.1;0.5;9467.8;3009.1;0.7;8426.2;2955.6;0.6;8375.6;3116.0;0.6;8462.7;3239.1;0.5;8638.2;3240.2;0.6;9452.4;3207.0;0.5
"541 Lyfja- og lækningavörur";142.1;344.2;0.2;150.4;404.4;0.2;191.7;491.9;0.2;173.5;571.9;0.3;159.8;507.4;0.2;186.3;481.9;0.2;209.3;460.8;0.1;220.8;624.7;0.1;179.9;644.9;0.2;175.4;973.1;0.2;148.3;1044.8;0.2;189.1;1307.9;0.3;204.2;1497.4;0.3;196.7;1571.5;0.3;224.0;1842.7;0.3;223.2;1560.7;0.2
"542 Lyf, þ.m.t. dýralyf";495.7;4288.4;2.4;865.0;4642.2;2.3;592.5;6079.1;2.8;779.0;6333.3;3.1;828.7;6813.8;3.1;906.6;7343.8;2.8;711.5;6778.6;2.2;788.5;7817.8;1.8;1009.4;8395.8;2.0;816.2;11538.0;2.2;703.2;14126.6;3.2;803.4;13832.0;2.9;858.2;14145.0;2.5;957.1;14918.1;2.5;938.8;15253.1;2.6;946.6;15147.0;2.4
"551 Rokgjarnar olíur, ilm/-bragðefni";131.6;75.8;0.0;196.1;81.9;0.0;218.5;106.0;0.0;140.7;92.8;0.0;131.7;91.1;0.0;141.3;94.5;0.0;206.5;94.5;0.0;174.4;90.3;0.0;148.9;95.5;0.0;107.4;122.2;0.0;80.2;157.1;0.0;112.0;175.4;0.0;139.9;204.7;0.0;163.8;253.3;0.0;234.1;306.9;0.1;240.5;312.9;0.0
"553 Ilmvötn, hreinlætis-og snyrtivörur";1742.5;1584.3;0.9;1762.3;1508.8;0.7;1425.5;1730.3;0.8;1502.1;1672.2;0.8;1638.3;1737.0;0.8;1901.6;1930.1;0.7;2072.7;2057.8;0.7;2149.3;2452.0;0.6;2287.9;2509.2;0.6;1914.3;2823.2;0.5;1899.3;3393.6;0.8;1824.5;3206.3;0.7;2011.1;3404.3;0.6;1980.4;3438.4;0.6;2091.0;3618.4;0.6;2073.8;3814.9;0.6
"554 Sápa, hreinsunar- og fægiefni";3806.0;704.0;0.4;3959.1;730.2;0.4;3862.0;851.7;0.4;3941.0;820.8;0.4;4223.1;821.1;0.4;4911.6;945.1;0.4;5734.0;930.6;0.3;6012.8;1084.9;0.3;6616.8;1236.2;0.3;6164.7;1599.8;0.3;5838.2;1934.0;0.4;5421.1;1742.3;0.4;5261.4;1827.9;0.3;5078.3;1910.2;0.3;4958.0;1952.9;0.3;5274.7;2044.3;0.3
"562 Tilbúinn áburður, annar en í 272";28479.0;376.7;0.2;36655.7;481.2;0.2;40526.6;657.2;0.3;44842.3;687.9;0.3;37232.2;529.7;0.2;60066.8;921.2;0.4;42461.3;779.8;0.2;57128.8;1243.9;0.3;61329.9;1418.4;0.3;67015.7;3285.9;0.6;40939.4;2421.1;0.5;45606.2;2413.9;0.5;47193.3;2985.6;0.5;51394.1;3460.3;0.6;48107.9;3244.0;0.6;58336.0;3442.1;0.5
"571 Etylenfjölliður til úrvinnslu";7988.5;562.5;0.3;7997.2;621.2;0.3;8082.3;726.2;0.3;7347.4;594.9;0.3;8900.8;698.6;0.3;9022.7;797.1;0.3;9158.8;860.4;0.3;10337.3;1207.4;0.3;9240.6;1138.0;0.3;6127.1;1131.7;0.2;4815.8;955.0;0.2;5259.1;1169.2;0.2;5633.8;1375.6;0.2;5287.4;1357.9;0.2;5039.5;1312.9;0.2;5541.2;1349.7;0.2
"572 Styrenfjölliður til úrvinnslu";2069.3;159.4;0.1;2107.2;198.0;0.1;2142.8;237.8;0.1;2407.6;245.7;0.1;2351.3;232.5;0.1;3299.0;355.8;0.1;3461.7;363.7;0.1;3231.7;413.2;0.1;3657.5;513.2;0.1;2507.3;456.0;0.1;2328.2;444.4;0.1;1829.5;428.2;0.1;1589.8;416.7;0.1;1944.5;546.6;0.1;2325.5;686.0;0.1;2436.3;704.8;0.1
"573 Vinylklóríðfjölliður o.fl., til úrv.";871.3;56.0;0.0;856.1;66.7;0.0;782.8;49.6;0.0;679.4;41.9;0.0;802.9;51.8;0.0;865.5;64.5;0.0;647.7;46.0;0.0;866.9;74.3;0.0;868.8;75.4;0.0;478.3;65.7;0.0;239.7;39.4;0.0;221.9;42.6;0.0;292.2;55.1;0.0;423.4;76.7;0.0;247.8;43.8;0.0;367.1;69.1;0.0
"574 Pólýacetöt/-karbonöt o.fl., til úrv.";789.8;138.9;0.1;741.4;124.9;0.1;762.3;151.7;0.1;679.2;136.5;0.1;781.8;145.1;0.1;820.4;155.5;0.1;737.2;149.2;0.0;1216.4;244.4;0.1;1541.0;395.4;0.1;1008.5;351.7;0.1;882.3;306.4;0.1;729.6;286.9;0.1;608.9;293.6;0.1;657.6;325.0;0.1;463.0;262.0;0.0;576.5;297.2;0.0
"575 Önnur plastefni til úrvinnslu";2965.4;430.8;0.2;3208.1;451.8;0.2;2951.6;532.7;0.2;2752.1;510.4;0.2;2308.2;438.3;0.2;2641.6;499.9;0.2;3457.7;651.8;0.2;2346.4;581.3;0.1;2262.2;601.0;0.1;2232.7;762.2;0.1;1516.0;839.0;0.2;1640.5;844.1;0.2;1282.9;747.1;0.1;1487.1;887.1;0.1;1605.0;901.3;0.2;1732.9;1133.7;0.2
"579 Plastúrgangur, afklippur o.þ.h.";20.3;1.7;0.0;45.9;3.1;0.0;4.7;1.6;0.0;6.3;2.0;0.0;0.0;0.0;0.0;4.2;1.8;0.0;19.3;2.1;0.0;48.0;3.3;0.0;139.5;10.7;0.0;15.7;1.8;0.0;4.9;9.2;0.0;0.1;0.1;0.0;1.4;3.2;0.0;0.6;1.3;0.0;180.2;25.4;0.0;83.7;11.5;0.0
"581 Plastslöngur, -pípur og -hosur";881.4;487.8;0.3;1193.0;556.1;0.3;2271.4;913.3;0.4;1634.5;756.3;0.4;1802.3;808.0;0.4;1809.7;958.3;0.4;3804.1;1422.4;0.5;4372.3;1837.0;0.4;4029.8;1977.4;0.5;3718.2;2646.9;0.5;804.0;1060.4;0.2;968.3;1058.4;0.2;1470.7;1301.6;0.2;1198.4;1386.6;0.2;1176.9;1359.9;0.2;1549.8;1495.6;0.2
"582 Plastplötur, -stengur o.þ.h.";4216.9;1037.0;0.6;5093.5;1176.1;0.6;4671.5;1265.3;0.6;5143.2;1307.1;0.6;6214.2;1499.4;0.7;5332.1;1485.5;0.6;6275.7;1681.3;0.5;6821.8;2057.5;0.5;7649.7;2329.9;0.5;5632.5;2561.3;0.5;4296.4;2551.8;0.6;5815.4;2917.6;0.6;5562.4;3058.0;0.5;5945.1;3203.1;0.5;6192.6;3378.9;0.6;6948.9;3515.9;0.6
"583 Einþátt., stengur/prófílar, úr plasti";175.6;73.6;0.0;188.1;77.6;0.0;166.0;82.0;0.0;171.0;85.5;0.0;184.1;63.5;0.0;208.5;81.8;0.0;267.8;88.6;0.0;288.1;116.8;0.0;337.9;126.3;0.0;221.0;117.7;0.0;151.2;113.5;0.0;128.4;100.2;0.0;144.4;130.8;0.0;127.5;139.1;0.0;177.2;147.7;0.0;196.9;165.0;0.0
"591 Sótthreinsir, skordýraeitur o.fl.";136.2;64.8;0.0;180.8;68.2;0.0;133.9;82.5;0.0;166.8;90.0;0.0;185.6;80.4;0.0;210.9;81.5;0.0;235.7;91.1;0.0;210.3;85.2;0.0;182.7;85.2;0.0;180.7;116.2;0.0;135.5;150.4;0.0;88.0;106.5;0.0;133.3;132.8;0.0;136.9;151.5;0.0;121.6;115.8;0.0;141.6;120.2;0.0
"592 Sterkja, hveitiglúten, lím o.þ.h.";1508.9;219.6;0.1;1639.0;225.9;0.1;1641.5;264.3;0.1;1451.0;241.8;0.1;1458.0;259.8;0.1;1466.1;281.1;0.1;1664.4;280.8;0.1;1625.6;322.8;0.1;1769.4;356.5;0.1;1679.4;424.2;0.1;1461.9;485.7;0.1;1176.3;416.7;0.1;1170.5;444.8;0.1;1147.1;463.7;0.1;1147.0;448.0;0.1;1238.1;470.7;0.1
"593 Sprengiefni og flugeldavörur";974.6;224.0;0.1;495.4;138.9;0.1;610.0;181.6;0.1;847.1;169.2;0.1;2215.3;410.2;0.2;2514.9;422.7;0.2;2458.2;399.2;0.1;2440.6;432.9;0.1;1988.8;366.8;0.1;1371.5;533.5;0.1;697.3;365.7;0.1;568.3;300.8;0.1;679.1;434.0;0.1;841.2;530.1;0.1;656.2;421.1;0.1;696.5;500.1;0.1
"597 Sleipiefni, smurefni, frostlögur o.fl.";1150.9;155.2;0.1;1213.8;177.3;0.1;1062.5;189.6;0.1;1049.0;184.9;0.1;988.0;177.4;0.1;1171.2;201.3;0.1;1234.4;206.1;0.1;1257.9;233.6;0.1;1580.7;273.3;0.1;1637.1;340.6;0.1;1044.6;396.2;0.1;1161.8;495.6;0.1;1321.2;548.3;0.1;1429.6;670.9;0.1;1540.8;680.9;0.1;1970.2;732.2;0.1
"598 Ýmsar kemískar afurðir ót.a.";10422.2;1079.3;0.6;13495.8;1310.9;0.6;13234.1;2449.5;1.1;9989.9;1998.4;1.0;11664.6;1464.9;0.7;12786.9;1657.3;0.6;16916.9;1826.8;0.6;32088.4;2898.4;0.7;23553.7;3532.6;0.8;21609.6;4082.1;0.8;14363.1;3500.1;0.8;11348.0;3736.0;0.8;13233.0;4021.5;0.7;13169.0;3227.8;0.5;16007.6;4690.1;0.8;22511.6;6955.0;1.1
"599 Kemiskur úrgangur; sorp, skolpdreggjar";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.4;0.0;0.7;1.3;0.0;0.6;0.9;0.0;0.6;0.7;0.0;0.2;0.3;0.0;0.7;0.7;0.0;0.1;0.1;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.0;14.1;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"611 Leður";567.4;50.2;0.0;30.3;40.9;0.0;34.5;43.8;0.0;23.6;36.8;0.0;16.4;46.0;0.0;18.6;46.9;0.0;41.6;50.8;0.0;26.8;55.4;0.0;30.2;65.9;0.0;33.6;75.2;0.0;16.4;53.5;0.0;20.1;58.9;0.0;29.2;68.1;0.0;27.7;65.7;0.0;21.4;64.0;0.0;22.9;61.5;0.0
"612 Vörur úr leðri og samsettu leðri";25.8;49.5;0.0;40.9;59.7;0.0;26.4;55.2;0.0;29.8;54.8;0.0;31.5;60.4;0.0;41.5;82.8;0.0;63.2;115.9;0.0;66.0;156.9;0.0;81.8;169.8;0.0;53.3;156.8;0.0;35.8;136.0;0.0;40.6;127.2;0.0;35.0;141.9;0.0;46.4;148.9;0.0;44.7;130.7;0.0;37.7;134.5;0.0
"613 Loðskinn, sútuð eða unnin";3.2;3.7;0.0;4.6;10.3;0.0;6.2;6.3;0.0;6.5;9.8;0.0;9.5;7.6;0.0;12.0;8.8;0.0;13.4;12.8;0.0;14.1;15.3;0.0;19.8;25.6;0.0;8.7;18.8;0.0;10.2;18.6;0.0;12.9;28.1;0.0;12.1;29.4;0.0;28.0;60.4;0.0;15.8;35.7;0.0;13.0;34.8;0.0
"621 Gúmmíefni til iðnaðarframleiðslu";707.3;245.1;0.1;771.5;244.4;0.1;583.2;238.3;0.1;540.0;229.9;0.1;826.7;266.9;0.1;1143.4;342.7;0.1;1225.0;314.6;0.1;1228.7;380.7;0.1;1682.6;473.1;0.1;1353.0;484.0;0.1;717.8;478.9;0.1;667.9;422.6;0.1;620.4;430.9;0.1;595.8;469.5;0.1;571.7;461.4;0.1;693.3;499.7;0.1
"625 Hjólbarðar, slöngur o.fl.";3569.6;1076.4;0.6;3952.6;1075.7;0.5;3018.9;1068.3;0.5;2957.8;1017.4;0.5;3636.3;1311.7;0.6;4475.3;1628.3;0.6;5865.6;1949.6;0.6;5319.5;2041.5;0.5;5253.2;2148.3;0.5;4139.9;2342.4;0.5;2243.7;1663.2;0.4;3524.4;2458.3;0.5;4200.3;3336.1;0.6;4240.8;3495.0;0.6;3825.7;3152.9;0.5;4756.0;3567.9;0.6
"629 Aðrar gúmmívörur";1110.0;439.3;0.2;1015.0;416.1;0.2;704.8;409.4;0.2;868.9;434.1;0.2;1013.7;482.2;0.2;1262.2;579.7;0.2;1659.5;607.0;0.2;1517.2;698.3;0.2;1229.2;672.7;0.2;1085.5;787.8;0.2;878.4;796.4;0.2;681.3;827.5;0.2;742.6;871.5;0.2;848.8;1009.1;0.2;958.3;1052.4;0.2;979.0;1054.8;0.2
"633 Korkvörur";67.3;20.0;0.0;97.0;26.9;0.0;76.3;23.3;0.0;59.8;18.7;0.0;77.6;24.7;0.0;83.0;23.6;0.0;149.1;31.9;0.0;102.1;31.6;0.0;159.9;41.6;0.0;90.1;39.3;0.0;62.6;37.1;0.0;36.0;22.3;0.0;39.8;24.7;0.0;42.4;30.5;0.0;46.0;27.8;0.0;53.4;30.6;0.0
"634 Spónn, krossviður, spónaplötur";17596.6;906.8;0.5;19990.6;945.4;0.5;17840.4;1068.4;0.5;18060.0;1044.4;0.5;20389.1;1143.2;0.5;21465.1;1236.7;0.5;25387.6;1403.1;0.4;23908.7;1599.4;0.4;25416.7;1723.3;0.4;19817.1;1863.4;0.4;12965.6;1629.5;0.4;13786.0;1831.2;0.4;12434.5;1518.5;0.3;13375.3;1742.2;0.3;14551.9;1888.7;0.3;16197.5;2191.5;0.3
"635 Unnar vörur úr trjáviði";6036.1;1277.1;0.7;6054.7;1287.6;0.6;5711.2;1453.1;0.7;5349.4;1279.7;0.6;6372.9;1453.4;0.7;7861.7;1984.6;0.8;11622.1;2299.1;0.7;11329.7;2892.9;0.7;13424.1;3792.3;0.9;8576.8;3176.4;0.6;4124.6;1523.1;0.3;4224.5;1295.3;0.3;4831.7;1515.8;0.3;4864.8;1868.8;0.3;4078.8;1752.1;0.3;4773.5;1932.4;0.3
"641 Pappír og pappi";32129.7;2180.2;1.2;29893.4;2163.4;1.1;30185.4;2447.3;1.1;33440.2;2700.3;1.3;36061.5;2669.0;1.2;38178.5;2794.6;1.1;40457.6;2676.6;0.9;41586.7;3073.2;0.7;39377.5;2834.1;0.7;33689.7;3296.0;0.6;26290.5;3535.6;0.8;28718.1;3877.7;0.8;31369.2;4343.6;0.8;28177.2;4130.9;0.7;27359.8;4056.3;0.7;29072.4;3890.9;0.6
"642 Pappírs- og pappavörur";14587.7;2368.3;1.3;14801.5;2419.1;1.2;13288.1;2711.7;1.2;13085.1;2748.0;1.3;13727.0;2737.4;1.3;15350.9;2921.2;1.1;17049.5;2897.5;0.9;16294.4;3382.1;0.8;16586.6;3607.3;0.8;15025.8;4759.6;0.9;14574.7;5867.1;1.3;16586.8;5726.0;1.2;16298.9;5839.5;1.0;17912.8;6395.1;1.1;18276.9;6601.9;1.1;18451.4;6465.9;1.0
"651 Spunagarn";450.8;340.9;0.2;349.6;321.2;0.2;385.5;385.7;0.2;353.7;437.5;0.2;341.0;434.3;0.2;357.8;486.3;0.2;125.6;147.1;0.0;108.5;154.1;0.0;131.2;183.4;0.0;154.8;236.3;0.0;204.9;463.3;0.1;179.4;425.9;0.1;99.6;340.1;0.1;129.0;354.5;0.1;121.0;394.0;0.1;178.0;408.4;0.1
"652 Baðmullarvefnaður";216.4;193.9;0.1;178.3;172.9;0.1;178.1;183.7;0.1;164.2;162.5;0.1;163.5;148.0;0.1;146.0;134.4;0.1;121.6;113.8;0.0;143.3;133.1;0.0;112.6;92.1;0.0;100.1;98.9;0.0;76.4;114.1;0.0;64.8;104.6;0.0;76.7;125.9;0.0;55.0;98.9;0.0;45.7;90.3;0.0;50.2;94.0;0.0
"653 Vefnaður úr tilbúnum trefjum";173.2;224.9;0.1;151.0;211.2;0.1;123.5;189.3;0.1;117.6;171.6;0.1;122.1;172.4;0.1;144.7;174.8;0.1;141.1;164.6;0.1;137.6;155.0;0.0;118.4;147.2;0.0;113.2;160.0;0.0;62.6;153.9;0.0;117.0;186.2;0.0;135.3;206.0;0.0;89.2;184.1;0.0;99.7;185.9;0.0;106.9;196.9;0.0
"654 Vefnaður úr öðrum efnum ót.a.";115.8;70.7;0.0;120.4;64.2;0.0;61.4;74.3;0.0;102.2;64.7;0.0;76.9;62.4;0.0;403.9;112.4;0.0;151.2;84.2;0.0;129.9;82.3;0.0;160.7;116.5;0.0;126.4;123.5;0.0;63.6;118.7;0.0;72.9;110.8;0.0;74.9;119.9;0.0;89.0;123.1;0.0;54.7;120.6;0.0;300.4;183.6;0.0
"655 Prjónavoð og heklvoð";95.7;111.2;0.1;100.7;97.3;0.0;66.8;76.6;0.0;41.6;69.6;0.0;64.0;68.3;0.0;44.4;57.0;0.0;61.5;60.6;0.0;45.8;59.1;0.0;67.8;72.8;0.0;53.1;136.5;0.0;76.6;193.8;0.0;77.9;187.6;0.0;66.8;190.9;0.0;76.1;204.6;0.0;103.8;242.3;0.0;105.7;212.9;0.0
"656 Tyll, blúndur, borðar o.þ.h.";65.9;89.6;0.0;52.2;78.9;0.0;53.6;84.0;0.0;40.5;63.8;0.0;47.9;71.1;0.0;53.5;73.5;0.0;67.2;78.3;0.0;52.4;81.4;0.0;49.0;86.7;0.0;28.9;81.0;0.0;28.8;96.2;0.0;33.0;91.1;0.0;34.9;104.0;0.0;36.9;103.1;0.0;39.7;120.0;0.0;34.0;96.8;0.0
"657 Sérunnið garn og sérofnar vörur";3274.9;1603.1;0.9;3233.4;1533.0;0.8;2909.1;1616.7;0.7;2900.2;1568.3;0.8;2612.4;1303.1;0.6;2857.1;1349.8;0.5;3333.8;1561.8;0.5;2482.8;1493.4;0.3;2681.6;1618.2;0.4;2121.9;1704.6;0.3;1870.3;2074.9;0.5;2108.8;2304.7;0.5;2306.3;2516.4;0.4;2418.8;2877.3;0.5;1970.4;2378.5;0.4;2099.4;2363.9;0.4
